Paper ID|Paper Title|E-Track ID|E-Track Title|E-Session ID|E-Session Title|Primary Author ID|Primary Author|Primary Author's Country|Authors|Paper's type|Decision|Starting Time|Rank|UTC time|Times Constraints - Day 1|Times Constraints - Day 2|Times Constraints - Day 3
350|The Neural Bases of Motor Syntaxes|11|From Individual to Social Cognition|101|Neuroscience and Behavior e-session|526|Luis Felipe Schettino|US|Luis Felipe Schettino|Advanced Introduction invited talk|0|||UTC-4|[16,20]|[12,17],[20,24]|
352|Social complexity: What connects us to the rest of nature|11|From Individual to Social Cognition|96|Social Psychology e-session|529|Ariel  Quezada|CL|Ariel  Quezada|Advanced Introduction invited talk|2||||||
364|Anthropological physics and social psychology in the critical research of networks|11|From Individual to Social Cognition|96|Social Psychology e-session|541|Marilia Mello Pisani|BR|Marilia Mello Pisani|Advanced Introduction invited talk|2||||||
377|Principles of Cognitive Computing : from simple heuristics to complex problem solving|11|From Individual to Social Cognition|92|Integrative Individual Cognitive Science e-session|554|Charles  Tijus||Charles  Tijus|Advanced Introduction invited talk|0|||13h00|[13,16]||
379|Consolidating user?s resource provisioning capabilities in cloud federations|11|From Individual to Social Cognition|99|From Processing Units to Computational Ecosystems to the Cloud e-session|556|Rafael  Mayo-Garcia||Rafael  Mayo-Garcia|Advanced Introduction invited talk|0|||UTC+2|[7,11],[13,17]|[7,11],[13,17]|
392|Data Repositories and Science Gateways for Open Science|11|From Individual to Social Cognition|99|From Processing Units to Computational Ecosystems to the Cloud e-session|569|Roberto  Barbera||Roberto  Barbera|Advanced Introduction invited talk|0||||||
400|HPC as a Service|11|From Individual to Social Cognition|99|From Processing Units to Computational Ecosystems to the Cloud e-session|579|Bruno  Schulze||Bruno  Schulze|Advanced Introduction invited talk|0||||||
405|Temporal Correlation Between Stimulus And Response In Conductance-Based Integrate-and-Fire Networks|11|From Individual to Social Cognition|101|Neuroscience and Behavior e-session|584|Eduarda Demori Susin|BR|Eduarda Demori Susin,Beatriz Eymi Pimentel Mizusaki,Rubem  Erichsen,Leonardo Gregory Brunnet|New Result invited paper|0||||||
414|Pavlovian Blindsight: A Neural Network Model|11|From Individual to Social Cognition|101|Neuroscience and Behavior e-session|593|José E Burgos|MX|José E Burgos|Advanced Introduction invited talk|0|||UTC-5|[22,23]|[22,23]|
416|Exploring the Limits of Grammatical Agreement in Language|11|From Individual to Social Cognition|100|Evolution of Languages e-session|598|Katrien  Beuls||Katrien  Beuls|Advanced Introduction invited talk|2||||||
417|A case study in the emergence of recursive phrase structure|11|From Individual to Social Cognition|100|Evolution of Languages e-session|599|Emlia  Garcia-Casademont|ES|Emlia  Garcia-Casademont|New Result invited paper|2||||||
418|A computational model of LGN-V1 dynamics and the emergence of gamma-band rhythms|11|From Individual to Social Cognition|101|Neuroscience and Behavior e-session|600|Homero B S Esmeraldo||Homero B S Esmeraldo|New Result invited paper|2||||||
419|Language games for grammar emergence|11|From Individual to Social Cognition|100|Evolution of Languages e-session|601|Luc  Steels|ES|Luc  Steels|Advanced Introduction invited talk|2||||||
429|Multilevel alignment maintains language systematicity|11|From Individual to Social Cognition|100|Evolution of Languages e-session|619|Remi  Van Trijp|FR|Remi  Van Trijp|Advanced Introduction invited talk|2||||||
25|A cross-disciplinary view on phytoplankton blooms and their role in the ocean-atmosphere system|13|From Molecules to Ecosphere|73|Ocean Biogeochemical Dynamics e-session|35|Yoav  Lehahn|IL|Yoav  Lehahn|Advanced Introduction invited talk|2||||||
32|Multi-satellite approach to phytoplankton mesoscale biogeography in the Kerguelen region|13|From Molecules to Ecosphere|73|Ocean Biogeochemical Dynamics e-session|45|Alice  Della Penna|AU|Alice  Della Penna,Simon  Wotherspoon,Thomas  Trull,Silvia  De Monte,Craig  Johnson,Francesco  d'Ovidio|New Result invited paper|2||||||
77|Direct investigation of ocean (sub)mesoscale processes: challenges and approaches|13|From Molecules to Ecosphere|73|Ocean Biogeochemical Dynamics e-session|144|Francesco  Nencioli||Francesco  Nencioli|Advanced Introduction invited talk|0||||||
78|Frontal systems as mechanisms of fish aggregation|13|From Molecules to Ecosphere|73|Ocean Biogeochemical Dynamics e-session|145|Alberto  Baudena|IT|Alberto  Baudena|Short paper|2||||||
113|How does the ocean hemispheric asymmetry impact the climate system?|13|From Molecules to Ecosphere|73|Ocean Biogeochemical Dynamics e-session|201|Laure  Resplandy|US|Laure  Resplandy,Ralph F Keeling,A.  Jacobson,C  Roedenbeck,Samar  Khatiwala,Britt  Stephens,Jonathan  Bent|New Result invited paper|1|||UTC-7|[20,24]|[17,23]|
142|Quantifying the complex nature of biological interactions in ephemeral oceanographic features - a top predator persepctive|13|From Molecules to Ecosphere|73|Ocean Biogeochemical Dynamics e-session|262|Mary-Anne  Lea|AU|Mary-Anne  Lea,Jamie N Womble|Advanced Introduction invited talk|1||||||
180|Lagrangian approach to phytoplankton mesoscale biogeography in the Kerguelen region|13|From Molecules to Ecosphere|73|Ocean Biogeochemical Dynamics e-session|324|Alice  Della Penna||Alice  Della Penna|Poster|2||||||
182|Lyapunov exponents and oceanic fronts|13|From Molecules to Ecosphere|73|Ocean Biogeochemical Dynamics e-session|326|Francesco  Toselli||Francesco  Toselli,Francesco  d'Ovidio,Francesco  Nencioli,Marina  Lévi,Olivier  Titaud|Poster|2||||||
212|Numerical Simulation studies of very large wind farms: working at the interface bridging engineering and geophysics|13|From Molecules to Ecosphere|36|Invited Talk e-session|367|Charles  Meneveau||Charles  Meneveau|Advanced Introduction invited talk|0||||||
223|Fractal density and singularity analysis of extreme geo-processes|13|From Molecules to Ecosphere|36|Invited Talk e-session|378|Qiuming  Cheng||Qiuming  Cheng|Advanced Introduction invited talk|0||||||
229|More accuracy with less precision: a new route to high resolution climate prediction|13|From Molecules to Ecosphere|36|Invited Talk e-session|384|Tim  Palmer||Tim  Palmer|Advanced Introduction invited talk|0||||||
230|Large deviation theory and rare events for geophysical turbulent flows and climate dynamics|13|From Molecules to Ecosphere|36|Invited Talk e-session|385|Freddy  Bouchet||Freddy  Bouchet|Advanced Introduction invited talk|0|||UTC+2|[7,21]|[7,21]|
233|Noise-induced regime transitions in atmospheric flow|13|From Molecules to Ecosphere|36|Invited Talk e-session|388|Paul D Williams|GB|Paul D Williams|Advanced Introduction invited talk|0|||UTC+1|[9,17]|[9,17]|
253|Fractional ensemble average governing equations of transport by time-space nonstationary stochastic fractional flow|13|From Molecules to Ecosphere|36|Invited Talk e-session|422|Levent M. Kavvas|US|Levent M. Kavvas|Advanced Introduction invited talk|0|||UTC-7 hours|[7,9],[17,21],[22,24]|[1,2],[3,9],[17,21],[22,24]|[1,2],[3,7]
258|Along the rainfall-runoff chain: from greatest point rainfall scaling to global change attribution|13|From Molecules to Ecosphere|36|Invited Talk e-session|427|Klaus  Fraedrich|DE|Klaus  Fraedrich|Advanced Introduction invited talk|0||||||
324|Non-Gaussian and non-symmetric spatial dependence|13|From Molecules to Ecosphere|36|Invited Talk e-session|499|Andras  Bardossy|DE|Andras  Bardossy|Advanced Introduction invited talk|0||||||
194|Understanding and modelling the complexity of the immune system|10|From Molecules to Organisms and Ecosystems|115|From Antigens to Cognitive Immune System in Symbiotic Organisms e-session|348|Véronique  Thomas-Vaslin|FR|Véronique  Thomas-Vaslin|Advanced Introduction invited talk|0|||UTC+2|[8,20]|[9,20]|
210|Putting concepts and data together again: on some new integrative models in the era of big data|10|From Molecules to Organisms and Ecosystems|33|Invited Talk e-session|365|Franck  Varenne|FR|Franck  Varenne|Advanced Introduction invited talk|0|||UTC+2|[7,20]||
215|Physiological complexity and evolution in theoretical biology|10|From Molecules to Organisms and Ecosystems|116|Theoretical Biology e-session|370|Denis  Noble||Denis  Noble|Advanced Introduction invited talk|0|||UTC+1|[11,19]|[11,20]|
226|Ambient assisting living and biomedical sensors : architecture, communication and data fusion|10|From Molecules to Organisms and Ecosystems|33|Invited Talk e-session|381|Dan  Istrate||Dan  Istrate|Advanced Introduction invited talk|0||||||
266|Immunoglobulins did not arise in evolution to fight infection|10|From Molecules to Organisms and Ecosystems|115|From Antigens to Cognitive Immune System in Symbiotic Organisms e-session|435|John  Stewart|FR|John  Stewart|Advanced Introduction invited talk|0|||UTC+2|[9,16]|[9,20]|
267|Complex systems view of renal function and the role of the kidney in whole body physiology|10|From Molecules to Organisms and Ecosystems|116|Theoretical Biology e-session|436|Thomas S. Randall|FR|Thomas S. Randall|Advanced Introduction invited talk|0|||UTC+2||[8,16]|
268|Multiscale models of the immune response: consequences of early molecular events on the development of an efficient immune response|10|From Molecules to Organisms and Ecosystems|115|From Antigens to Cognitive Immune System in Symbiotic Organisms e-session|437|Fabien  Crauste|FR|Fabien  Crauste|Advanced Introduction invited talk|0|||UTC+2|[7,16]|[7,11]|
280|What makes a complex system vulnerable ?|10|From Molecules to Organisms and Ecosystems|115|From Antigens to Cognitive Immune System in Symbiotic Organisms e-session|449|Hugues  Bersini|BE|Hugues  Bersini|Advanced Introduction invited talk|0||||||
283|Somatic diversification of antigen receptors across metazoans: multiple solutions for individual and specific responses to bioaggressors.|10|From Molecules to Organisms and Ecosystems|115|From Antigens to Cognitive Immune System in Symbiotic Organisms e-session|452|pierre  boudinot|FR|pierre  boudinot|Advanced Introduction invited talk|0||||||
287|Evolution, development and molecules|10|From Molecules to Organisms and Ecosystems|33|Invited Talk e-session|456|Michael J Richardson|NL|Michael J Richardson|Advanced Introduction invited talk|0||||||
307|Digital health: where the individual drives precision medicine|10|From Molecules to Organisms and Ecosystems|117|e-Health e-session|478|Bettina  Experton|US|Bettina  Experton|Advanced Introduction invited talk|0||||||
325|Multi-layer omic data integration underlies candidate biomarkers that predict the response to endurance exercise in horse|10|From Molecules to Organisms and Ecosystems|148|Organisms of agronomic interest e-session|500|Núria  Mach|FR|Núria  Mach|Advanced Introduction invited talk|0|||22:00|||
338|Collective cell migrations: guiding groups of cells.|10|From Molecules to Organisms and Ecosystems|33|Invited Talk e-session|514|David  Nicolas|FR|David  Nicolas|Advanced Introduction invited talk|0|||UTC+2||[8,17]|
342|Multi-scale nonlinear and stochastic dynamics of traumatized nerve activity|10|From Molecules to Organisms and Ecosystems|121|Mathematical Modeling in Biological Complex Systems e-session|518|André  Longtin|CA|André  Longtin|Advanced Introduction invited talk|0|||UTC-5|[9,10]|[12,23]|
343|Coarse analysis of complex systems by implicit methods|10|From Molecules to Organisms and Ecosystems|121|Mathematical Modeling in Biological Complex Systems e-session|519|Jens  Stark|GB|Jens  Stark|Advanced Introduction invited talk|0|||UTC+1 hour|[10,18]|[10,18]|
346|The complex interplay between structure and function in the brain|10|From Molecules to Organisms and Ecosystems|121|Mathematical Modeling in Biological Complex Systems e-session|522|Jonathan  Touboul|FR|Jonathan  Touboul|Advanced Introduction invited talk|0|||UTC+2|[9,20]|[10,19]|
348|Is the selection for a long lived repertoire the same as that for a repertoire responding to acute disease? Thoughts on immune repertoire selection across multiple time scales.|10|From Molecules to Organisms and Ecosystems|115|From Antigens to Cognitive Immune System in Symbiotic Organisms e-session|524|Uri  Hershberg||Uri  Hershberg|Advanced Introduction invited talk|2||||||
359|The Aryl hydrocarbon Receptor System|10|From Molecules to Organisms and Ecosystems|114|Integrative Ecotoxicology e-session|536|Robert  Barouki|FR|Robert  Barouki|Advanced Introduction invited talk|0||||||
360|How animal genomics can shed light on important biological mechanisms|10|From Molecules to Organisms and Ecosystems|148|Organisms of agronomic interest e-session|537|Leif  Andersson||Leif  Andersson|Advanced Introduction invited talk|0|||UTC+2|[7,16]||
367|Unravelling the Exposome through integrated exposure biology|10|From Molecules to Organisms and Ecosystems|33|Invited Talk e-session|544|Denis A Sarigiannis|GR|Denis A Sarigiannis|Advanced Introduction invited talk|0||||||
376|Unmasking the contribution of host genetics to infectious disease outbreaks|10|From Molecules to Organisms and Ecosystems|148|Organisms of agronomic interest e-session|553|Andrea  Doeschl-Wilson||Andrea  Doeschl-Wilson|Advanced Introduction invited talk|0||||||
387|Physiological adaptation or pathological events: the case of the endocrine system|10|From Molecules to Organisms and Ecosystems|114|Integrative Ecotoxicology e-session|564|Emmanuel  Lemazurier||Emmanuel  Lemazurier|Advanced Introduction invited talk|0||||||
390|Can we think more complex than plant root systems?|10|From Molecules to Organisms and Ecosystems|118|From Plant Cells to Plant Fields e-session|567|Xavier  Draye||Xavier  Draye|Advanced Introduction invited talk|0|||UTC+2|[7,8],[11,14]|[6,17]|
399|Crop growth modelling in greenhouse production systems|10|From Molecules to Organisms and Ecosystems|118|From Plant Cells to Plant Fields e-session|578|Leo  Marcelis||Leo  Marcelis|Advanced Introduction invited talk|0||||||
406|OMICS technologies to assess environmental chemicals: the Human Toxome|10|From Molecules to Organisms and Ecosystems|114|Integrative Ecotoxicology e-session|585|Thomas  Hartung|US|Thomas  Hartung|Advanced Introduction invited talk|0||||||
433|Deciphering bacteria-host interaction by functional metagenomics|10|From Molecules to Organisms and Ecosystems|115|From Antigens to Cognitive Immune System in Symbiotic Organisms e-session|623|Hervé M Blottière|FR|Hervé M Blottière|Advanced Introduction invited talk|0||||||
441|Genetic approaches to investigate animal adaptation to climate change|10|From Molecules to Organisms and Ecosystems|148|Organisms of agronomic interest e-session|631|Tatiana  Zerjal||Tatiana  Zerjal|Advanced Introduction invited talk|0||||||
456|A cybernetic framework for studying shoot-root coordinated development in grasses|10|From Molecules to Organisms and Ecosystems|118|From Plant Cells to Plant Fields e-session|669|Abraham  Escobar||Abraham  Escobar|Advanced Introduction invited talk|0||||||
457|Modular individual tree models and forest dynamics|10|From Molecules to Organisms and Ecosystems|118|From Plant Cells to Plant Fields e-session|670|Risto  Sievänen||Risto  Sievänen|Advanced Introduction invited talk|0||||||
458|Embracing complexity to understand/model plant structure and behavior|10|From Molecules to Organisms and Ecosystems|118|From Plant Cells to Plant Fields e-session|671|Theodore  Dejong||Theodore  Dejong|Advanced Introduction invited talk|0||||||
35|Phase-field models for the growth and evolution of complex structures|9|From Particles to Complex Matter|106|Physics of Complex Systems e-session|53|Mathis  Plapp|FR|Mathis  Plapp|Advanced Introduction invited talk|2|||UTC+2|[9,11],[12,17]|[9,18]|
69|Localization of waves and vibrations in complex systems|9|From Particles to Complex Matter|106|Physics of Complex Systems e-session|126|Marcel  Filoche|FR|Marcel  Filoche|Advanced Introduction invited talk|2|||UTC+2|[7,13],[17,24]|[7,8],[13,24]|[1,2]
71|A general approach to the linear stability analysis of miscible viscous fingering in porous media|9|From Particles to Complex Matter|106|Physics of Complex Systems e-session|128|Tapan Kumar Hota|IN|Tapan Kumar Hota,Satyajit  Pramanik,Manoranjan  Mishra|Short paper|2|||UTC + 5:30|[16,20]|[16,20]|
72|Dynamics of tubular precipitate growth in the copper-phosphate system|9|From Particles to Complex Matter|107|Chemical Garden e-session|138|Evelin  Rauscher|HU|Evelin  Rauscher,Biborka  Bohner,Dezso  Horvath,Agota  Toth|New Result invited paper|2||||||
75|Self-organization in the flow-driven copper-cobaltous-oxalate system|9|From Particles to Complex Matter|107|Chemical Garden e-session|134|Dezso  Horvath|HU|Dezso  Horvath,Eszter  Toth-Szeles,Gabor  Schuszter,Agota  Toth|New Result invited paper|2||||||
80|Viscosity scaling in hydrodynamic instabilities in porous media|9|From Particles to Complex Matter|106|Physics of Complex Systems e-session|147|Satyajit  Pramanik|IN|Satyajit  Pramanik|Short paper|2|||UTC+5:30|[16,19]|[16,19]|
120|Coarse-grained molecular dynamics versus mesoscale (dynamic) density functional theory for copolymer-vesicle self-assembly. Case study: sterically stabilized liposomes.|9|From Particles to Complex Matter|105|Complex Chemistry e-session|227|Alexander A. Kantardjiev|BG|Alexander A. Kantardjiev,Pavletta  Shestakova|New Result invited paper|2||||||
193|Disordered actomyosin contracts in unexpected ways|9|From Particles to Complex Matter|106|Physics of Complex Systems e-session|347|Martin  Lenz||Martin  Lenz|Advanced Introduction invited talk|2|||UTC+2||[7,10],[13,15]|
204|Foundations of thermodynamics|9|From Particles to Complex Matter|103|Invited Talk e-session|358|Evgeni B. Starikov|DE|Evgeni B. Starikov|Advanced Introduction invited talk|0|||10:10|[7,24]|[1,24]|[1,7]
206|Correlations in time-sliced temporal networks|9|From Particles to Complex Matter|103|Invited Talk e-session|360|Liping  Chi|CN|Liping  Chi,Chunbin  Yang|Advanced Introduction invited talk|0||||||
207|Assembly of molecular metal oxides from the nano to the macroscale via chemical gardens|9|From Particles to Complex Matter|107|Chemical Garden e-session|362|Lee  Cronin||Lee  Cronin|Full paper|2||||||
216|Entropies for severely contracted configuration space: dynamics at or near the onset of chaos|9|From Particles to Complex Matter|103|Invited Talk e-session|371|Alberto  Robledo||Alberto  Robledo|Advanced Introduction invited talk|0|||UTC-5|[16,21]|[16,21]|
254|Anomalous diffusion in volcanic seismicity|9|From Particles to Complex Matter|103|Invited Talk e-session|423|Sumiyoshi  Abe|JP|Sumiyoshi  Abe|New Result invited paper|0|||UTC+9|[7,10],[13,16]|[2,5],[7,10],[13,16]|
255|Rank-frequency relation for phonemes|9|From Particles to Complex Matter|103|Invited Talk e-session|424|Armen  Allahverdyan|AM|Armen  Allahverdyan|Advanced Introduction invited talk|0|||UTC+4|[7,19]|[7,18]|
296|Could life be simpler?|9|From Particles to Complex Matter|103|Invited Talk e-session|467|Zbigniew  Struzik|JP|Zbigniew  Struzik|Advanced Introduction invited talk|0|||UCT+9|[11,15]|[12,16]|
339|Monte Carlo simulation of one-dimensional lattice chains model for a predator prey system|9|From Particles to Complex Matter|103|Invited Talk e-session|515|Wenhua  Qiao|CN|Wenhua  Qiao|Advanced Introduction invited talk|0||||||
415|Realization of Novel Boolean Logic Operations and Reversible Logic gates in Modular Fluidic Devices|9|From Particles to Complex Matter|105|Complex Chemistry e-session|594|Brian  E. Fratto||Brian  E. Fratto|Advanced Introduction invited talk|0|||UTC-4|[12,16]|[13,22]|
291|Upcoming title|15|Keynotes|150|Plenary Keynotes|462|Edgar  Morin|FR|Edgar  Morin|Plenary talk|2||||||
292|World urban dynamics and climate change: towards territorial intelligence for ensuring sustainability and equity by multi-level governance|15|Keynotes|150|Plenary Keynotes|463|Denise  Pumain|FR|Denise  Pumain|Plenary talk|2||||||
294|Novel Statistical Physics Approaches to Understanding Economic Fluctuations|15|Keynotes|150|Plenary Keynotes|465|Eugene  Stanley|US|Eugene  Stanley|Plenary talk|2||||||
295|Synergetics. An interdisciplinary approach to Self-organization in complex systems|15|Keynotes|150|Plenary Keynotes|466|Hermann Paul Joseph Haken|DE|Hermann Paul Joseph Haken|Plenary talk|2|||2|[14,18]|[14,18]|
18|Evolution to self-organized criticality in Balinese rice terraces|6|Multi-level Governance|53|Global systems science e-session|25|Steve  Lansing|SG|Steve  Lansing|Advanced Introduction invited talk|2||||||
21|Robustness, prevention, and resilience: design under uncertainty for complex engineering systems|6|Multi-level Governance|55|Robustness and prevention e-session|28|Douglas  Allaire|US|Douglas  Allaire,Karen  Willcox|Advanced Introduction invited talk|2|||UTC-5|[15,24]|[14,19]|
133|Fundamental limitations in multiagent coordination|6|Multi-level Governance|55|Robustness and prevention e-session|251|Jason Robert Marden||Jason Robert Marden|Advanced Introduction invited talk|2||||||
288|Open systems science:  a challenge to open systems problems|6|Multi-level Governance|50|Open Systems Exploration e-session|457|Mario  Tokoro|JP|Mario  Tokoro|Advanced Introduction invited talk|2||||||
289|Integration and application of potential museum collections of natural history disseminated on the Web for biodiversity data accumulation and public conservation awareness|6|Multi-level Governance|50|Open Systems Exploration e-session|458|Yusuke  Miyazaki|JP|Yusuke  Miyazaki,Atsunobu  Murase,Hiroshi  Senou|New Result invited paper|2||||||
290|Open science in the context of transdisciplinary research|6|Multi-level Governance|50|Open Systems Exploration e-session|461|Yasuhisa  Kondo|JP|Yasuhisa  Kondo|Advanced Introduction invited talk|2||||||
16|"Non-equilibrium Statistical Mechanics: a growing frontier of ""pure and applied"" theoretical physics"|5|Multi-level Modeling|43|Critical dynamics e-session|23|Royce  Zia|US|Royce  Zia|Advanced Introduction invited talk|2|||UTC-4|[14,16],[18,22]|[14,16],[18,22]|
135|Community detection as an efficient way to attack real networks|5|Multi-level Modeling|40|Statistical and dynamical properties of networks e-session|253|Sebastian  Goncalves|BR|Sebastian  Goncalves|Short paper|2||||||
285|Dynamical scaling far from equilibrium and physical ageing|5|Multi-level Modeling|43|Critical dynamics e-session|454|Malte  Henkel|FR|Malte  Henkel|Advanced Introduction invited talk|2||||||
375|Limited information and social constraints in network morphogenesis|5|Multi-level Modeling|38|Invited Talk e-session|552|Floriana  Gargiulo||Floriana  Gargiulo|Advanced Introduction invited talk|2|||UTC+2||[6,19]|[6,1]
37|Workflow-driven science for the synthesis of ecology, biology and ethnographic data|4|Reconstructing Multi-Scale Dynamics|66|Synthesis of Ecology, Biology and Ethnographic Data e-session|62|Ilkay  Altintas|US|Ilkay  Altintas,Jianwu  Wang,Mai  Nguyen,Tolga  Oztan,Douglas  White|Advanced Introduction invited talk|2||||||
42|Bayesian Causalities, Mappings, and Phylogenies: A Social Science Gateway for Modeling Complexity in Ethnographic, Archaeo-, Eco- and Bio-logical Variables|4|Reconstructing Multi-Scale Dynamics|66|Synthesis of Ecology, Biology and Ethnographic Data e-session|72|Douglas  White|US|Douglas  White,Paul  Rodriguez,Eric  Blau,?ukasz  Lacinski,Rachana  Ananthakrishnan,Stuart  Martin,Thomas  Uram,Tolga  Oztan,Douglas  White|Short paper|2||||||
43|Oscillatory Complexity in Human History: Earth?s asymmetric biogeography and ethnographic data|4|Reconstructing Multi-Scale Dynamics|66|Synthesis of Ecology, Biology and Ethnographic Data e-session|81|Douglas  White|US|Douglas  White|Short paper|2||||||
48|Comparative study of Pastoral Tenure Systems|4|Reconstructing Multi-Scale Dynamics|66|Synthesis of Ecology, Biology and Ethnographic Data e-session|92|Mark  Moritz||Mark  Moritz,Elizabeth  Gardiner,Amber  Johnson|Advanced Introduction invited talk|2|||UTC-4|[17,24]|[18,23]|
63|A study of ethical problems from the perspective of complexity|4|Reconstructing Multi-Scale Dynamics|60|Epistemology of integrative and predictive sciences e-session|117|Mariana Claudia Broens|BR|Mariana Claudia Broens|Advanced Introduction invited talk|2||||||
65|Origin of Complex Society in the Early Holocene|4|Reconstructing Multi-Scale Dynamics|66|Synthesis of Ecology, Biology and Ethnographic Data e-session|120|Charles  Stanish||Charles  Stanish|Advanced Introduction invited talk|2||||||
86|Exploring Ecological and Evolutionary Processes Using Binford's Hunter-gatherer Data|4|Reconstructing Multi-Scale Dynamics|66|Synthesis of Ecology, Biology and Ethnographic Data e-session|160|Amber L Johnson|US|Amber L Johnson|Advanced Introduction invited talk|2|||UTC-5|[13,15],[17,18],[20,24]|[1,3],[13,18],[21,24]|[1,2]
89|Can we evaluate a theory of non-linear transition from foraging to farming with ethnographic data?|4|Reconstructing Multi-Scale Dynamics|66|Synthesis of Ecology, Biology and Ethnographic Data e-session|163|Alexander  Harcourt|US|Alexander  Harcourt|Advanced Introduction invited talk|2||||||
137|Towards an interdisciplinary epistemological view, bridging the human and the formal/natural sciences: any place in Complex Systems Science?|4|Reconstructing Multi-Scale Dynamics|60|Epistemology of integrative and predictive sciences e-session|255|Maria Eunice Quilici Gonzalez|BR|Maria Eunice Quilici Gonzalez,Guiou  Kobayashi,Jose Artur Quilici-Gonzalez|Advanced Introduction invited talk|2||||||
144|Analysis of a Planetary Scale Scientific Collaboration Dataset Reveals Novel Patterns|4|Reconstructing Multi-Scale Dynamics|62|Knowledge Maps e-session|265|Soumya  Banerjee||Soumya  Banerjee|Short paper|2||||||
232|The traditions of complexity theories|4|Reconstructing Multi-Scale Dynamics|62|Knowledge Maps e-session|387|Fabrizio  Li Vigni||Fabrizio  Li Vigni|Advanced Introduction invited talk|2|||9:00 UTC|[10,21]|[10,21]|
240|A formal model to compute uncertain continuous data|4|Reconstructing Multi-Scale Dynamics|65|Machine Learning Methods e-session|401|Jérôme  Dantan||Jérôme  Dantan|Short paper|2||||||
249|Information Science and the complexity: are we orientated to a transdisciplinary science?|4|Reconstructing Multi-Scale Dynamics|60|Epistemology of integrative and predictive sciences e-session|412|Rafaela Carolina da Silva|BR|Rafaela Carolina da Silva,Rosângela Formentini Caldas|Poster|2||||||
263|Relative entropy as a functor|4|Reconstructing Multi-Scale Dynamics|123|Algebraic Topology and Information Theory|432|Tobias  Fritz|DE|Tobias  Fritz|Advanced Introduction invited talk|2|||UTC+1|[8,20]|[8,20]|
264|Information geometry and applied algebraic topology: multi-scale approaches in developmental biology|4|Reconstructing Multi-Scale Dynamics|123|Algebraic Topology and Information Theory|433|Paul  Villoutreix|US|Paul  Villoutreix|Advanced Introduction invited talk|2|||UTC-4|[9,19]|[7,19]|
265|Information topology, a mathematical theory of Complex Systems and data|4|Reconstructing Multi-Scale Dynamics|123|Algebraic Topology and Information Theory|434|Pierre  Baudot|DE|Pierre  Baudot|Advanced Introduction invited talk|2|||UTC+2|[9,20]|[10,20]|
314|Oscillatory Complexity in Human History: Earth?s asymmetric biogeography and ethnographic data|4|Reconstructing Multi-Scale Dynamics|66|Synthesis of Ecology, Biology and Ethnographic Data e-session|486|Douglas R. White|US|Douglas R. White|Advanced Introduction invited talk|1||||||
326|Information-Theoretic Cheeger Inequalities|4|Reconstructing Multi-Scale Dynamics|123|Algebraic Topology and Information Theory|501|Peter  Gmeiner|DE|Peter  Gmeiner|Advanced Introduction invited talk|2|||UTC+2 hours|[12,17]|[8,10],[11,16]|
335|In complex evolutionary systems, how do the moving parts move?|4|Reconstructing Multi-Scale Dynamics|67|Evolutionary computation methods e-session|510|James Michael McDermott|IE|James Michael McDermott|Advanced Introduction invited talk|0||||||
337|Cartesian Genetic Programming|4|Reconstructing Multi-Scale Dynamics|67|Evolutionary computation methods e-session|513|Julian Francis Miller|GB|Julian Francis Miller|Advanced Introduction invited talk|0||||||
345|Data-driven paradigms of EvoNN and BioGP|4|Reconstructing Multi-Scale Dynamics|67|Evolutionary computation methods e-session|521|Nirupam  Chakraborti|IN|Nirupam  Chakraborti|New Result invited paper|0||||||
356|Software is Not Fragile|4|Reconstructing Multi-Scale Dynamics|67|Evolutionary computation methods e-session|533|Bill  Langdon|GB|Bill  Langdon|New Result invited paper|0||||||
358|The performance of social computing|4|Reconstructing Multi-Scale Dynamics|67|Evolutionary computation methods e-session|535|Juan-Julian  Merelo|ES|Juan-Julian  Merelo|Advanced Introduction invited talk|0||||||
378|Reconstructing embryo development through maps of gene expression from microscopy images|4|Reconstructing Multi-Scale Dynamics|64|Multi-Level Computational Vision e-session|555|Carlos  Castro-González||Carlos  Castro-González|Advanced Introduction invited talk|0|||UTC-4|[12,24]|[12,19]|
380|"Multi-scale embryogenesis mechanics from ""in-vivo"" images"|4|Reconstructing Multi-Scale Dynamics|64|Multi-Level Computational Vision e-session|557|David  Pastor-Escuredo|ES|David  Pastor-Escuredo|Advanced Introduction invited talk|0|||UTC+2|[8,11],[15,20]|[8,12],[15,20]|
394|Automatic Programming via Evolution|4|Reconstructing Multi-Scale Dynamics|67|Evolutionary computation methods e-session|571|Lee  Spector||Lee  Spector|Advanced Introduction invited talk|0|||UTC-4|[20,23]||
395|Evolutionary design of self-organising manufacturing systems|4|Reconstructing Multi-Scale Dynamics|67|Evolutionary computation methods e-session|572|Juergen  Branke||Juergen  Branke|Advanced Introduction invited talk|0||||||
396|Analogical proportion and machine learning - An introductory survey.|4|Reconstructing Multi-Scale Dynamics|65|Machine Learning Methods e-session|573|Henri  Prade||Henri  Prade|Advanced Introduction invited talk|2||||||
431|Using Commodity-Off-The-Shelf Robots (COTSBots) for Evolutionary Learning From Demonstration|4|Reconstructing Multi-Scale Dynamics|67|Evolutionary computation methods e-session|621|Terence  Soule||Terence  Soule|New Result invited paper|0||||||
